id,isbn,title,author,publisher,year,month,day,,,,que,category_id
437,"9780759396296","Key words for fluency : learning and practising the most useful words of English","George Woolard","Thomson",2005,3,3,,,,"QUEUE1",32
438,"9780759396289","Key words for Fluency","George Woolard","Thomson",2005,3,3,,,,"QUEUE1",32
439,"9780713182699","Double act : ten one-act plays on fire themes","edited by Mark Shackleton","Edward Arnold",1985,3,3,,,,"QUEUE1",32
440,"9780521657914","The play's the thing : a whole language approach to learning English","Valerie Whiteson, Nava Horovitz","Cambridge University Press",2000,1,1,,,,"QUEUE1",32
441,"9780582002999","Plenty to say","Gaynor Ramsey","Longman",1989,1,1,,,,"QUEUE1",32
442,"9780194421690","Simple speaking activities","Jill Hadfield; Charles Hadfield","Oxford University Press",2000,1,1,,,,"QUEUE1",32
443,"9781900783927","Spontaneous speaking : drama activities f�r confidence and fluency","David Heathfield","Delta Publ",2006,1,1,,,,"QUEUE1",32
444,"9780521288699","Speaking personally : quizzes and questionnaires for fluency practice","Gillian Porter Ladousse","Cambridge University Press",1983,1,1,,,,"QUEUE1",32
445,"9781859649176","Seminars and tutorials","Anthony Manning & Elisabeth Wilding with Paul Harvey","Garnet Pub.",2007,1,1,,,,"QUEUE1",32
446,"9781859644874","Pronunciation : study book","Jonathan Smith and Annette Margolis","Garnet",2009,1,1,,,,"QUEUE1",34
447,"9781908614353","Pronunciation","Jonathan Smith and Annette Margolis","Garnet Education",2012,3,3,,,,"QUEUE1",34
448,"9781859649824","English for academic study : pronunciation","Jonathan Smith and Annette Margolis","Garnet Education",2007,1,1,,,,"QUEUE1",34
449,"9780521386104","Pronunciation tasks : a course for pre-intermediate students","Martin Hewings","Univ. Pr.",1994,1,1,,,,"QUEUE1",35
450,"9780521386111","Pronunciation tasks","Martin Hewings","Cambridge Univ. Press",1999,2,1,"20/07/2015 16:07:26: 1 copies borrowed by Sian Morrey
",,,"QUEUE1",35
451,"9780007462919","Collins work on your accent","Helen Ashton, Sarah Shepherd","Collins",2012,2,1,"14/08/2015 14:44:43: 1 copies borrowed by David Mason
",,,"QUEUE1",35
452,"9780958539579","Understanding English pronunciation : an integrated practice course","written by Susan Boyer ; co-produced by Leonard and Susan Boyer","Boyer Educational Resources",2002,3,2,"31/07/2015 17:20:23: 1 copies borrowed by David Mason
",,,"QUEUE1",35
453,"9780958539593","Understanding English pronunciation. an integrated practice course","written by Susan Boyer ; co-produced by Leonard and Susan Boyer","Boyer Educational Resources",2002,1,1,,,,"QUEUE1",35
454,"9780582469044","Test your pronunciation","Michael Vaughan-Rees","Penguin English",2002,1,0,"15/07/2015 14:46:27: 1 copies borrowed by Mark Hughes
",,,"QUEUE1",35
455,"9780521467353","Pronunciation games","Mark Hancock","Cambridge Univ. Press",1998,1,1,,,,"QUEUE1",35
456,"9780521185141","English pronunciation in use","Mark Hancock","Cambridge University Press",2012,2,2,,,,"QUEUE1",35
457,"9780521185134","English pronunciation in use","Mark Hancock","Cambridge University Press",2012,2,0,"20/07/2015 16:07:26: 1 copies borrowed by Sian Morrey
13/07/2015 07:59:37: 1 copies borrowed by Christine Hogan
",,,"QUEUE1",35
458,"9780521001854","English pronunciation in use","Mark Hancock","Cambridge University Press",2003,3,3,,,,"QUEUE1",35
459,"9780521619561","English pronunciation in use","Martin Hewings","Cambridge University Press",2007,1,1,,,,"QUEUE1",35
460,"9780194362450","New headway pronunciation course","Sarah Cunningham, Bill Bowler","Oxford University Press",2001,8,8,,,,"QUEUE1",35
461,"9780194362474","New headway pronunciation course","Bill Bowler, Sarah Cunningham","Oxford University Press",2001,8,8,,,,"QUEUE1",35
462,"9780194339711","Headway","John and Liz Soars","Oxford Univ. Press",1997,1,1,,,,"QUEUE1",35
463,"9780521606738","Ship or sheep","Ann Baker","Cambridge Univ. Pr.",2006,1,1,,,,"QUEUE1",35
464,"9780521685276","Tree or three? : an elementary pronunciation course","Ann Baker","Cambridge University Press",2007,1,1,,,,"QUEUE1",35
465,"9780521312875","Speaking clearly : pronunciation and listening comprehension for learners of English","Pamela Rogerson, Judy B. Gilbert","Cambridge university press",1990,1,1,,,,"QUEUE1",35
466,"9780521312950","Speaking clearly : pronunciation and listening comprehension for learners of English","Pamela Rogerson, Judy B. Gilbert","Cambridge University Press",1990,2,2,,,,"QUEUE1",35
467,"9780194530903","Intonation practice","Ian Thompson","Oxford University Press",1981,1,1,,,,"QUEUE1",35
468,"9780521319140","Intonation in context intonation practice for upper-intermediate and advanced learners of English","Barbara Bradford ; advisory editor David Brazil","Cambridge University Press",1988,2,2,,,,"QUEUE1",35
469,"9780521319157","Intonation in context","Barbara Bradford ; advisory editor David Brazil","Cambridge Univ. Press",1998,2,2,,,,"QUEUE1",35
470,"9780462007779","Just : listening and speaking","Jeremy Harmer; Ana Acevedo; Carol Lethaby","marshall Education",2007,1,1,,,,"QUEUE1",32
471,"9780521755849","Cambridge preparation for the TOEFL test","Jolene Gear ; Robert Gear","Cambridge Univ. Press",2007,3,3,,,,"QUEUE1",10
472,"9784860640255","Eigo de jibun o hyogen suru : jibun ni tsuite eisakubun suru","Tagami Tatsuo cho","Bere shuppan",2003,1,1,,,,"QUEUE1",10
473,"9781419551987","TOEIC exam","from the staff of Kaplan Test Prep & Admissions","Kaplan Pub.",2009,1,1,,,,"QUEUE1",10
474,"9781438070193","Barron's TOEIC : Test of English for International Communication","Dr. Lin Lougheed","Barron's Educational Series",2010,1,1,,,,"QUEUE1",10
475,"9780521120067","Grammar and vocabulary for the TOEIC test with answers : self-study grammar and vocabulary reference and practice","Jolene Gear, Robert Gear","Cambridge University Press",2010,1,1,,,,"QUEUE1",10
476,"9789880030536","The official guide to PTE : Pearson Test of English Academic","[ed.: Jianling Wang]","Pearson Longman Asia",2010,2,2,,,,"QUEUE1",10
477,"9781859645710","Access EAP","Sue Argent, Olwyn Alexander","Garnet Education",2010,4,4,,,,"QUEUE1",7
478,"9781859645246","Access EAP","Sue Argent, Olwyn Alexander","Garnet Education",2010,6,6,,,,"QUEUE1",7
479,"9780733978050","EAP now! preliminary : English for academic purposes","Kathy Cox, David Hill","Pearson Education Australia",2007,1,1,,,,"QUEUE1",7
480,"9781442528024","Eap now! : English for academic purposes","Kathy Cox and David Hill","Pearson Australia",2011,3,3,,,,"QUEUE1",7
481,"9781442528499","EAP now! : English for academic purposes","Kathy Cox, David Hill","Pearson Longman",2011,3,3,,,,"QUEUE1",7
482,"9781740910736","EAP now! English for academic purposes","Kathy Cox and David Hill","Pearson Education",2004,7,7,,,,"QUEUE1",7
483,"9781740910743","EAP now! : English for academic purposes","Kathy Cox; David Hill","Pearson Longman",2004,6,6,,,,"QUEUE1",7
484,"9780194001793","Oxford EAP : a course in English for academic purposes ; advanced","C1 ; (integrated skills and language ; authentic academic texts ; real lecture extracts on DVD-ROM] / Edward de Chazal et Julie Moore","Oxford Univ. Press",2013,2,2,,,,"QUEUE1",7
485,"9780194001823","Oxford eap : a course in english for academic purposes","","Oxford Eap",2013,2,2,,,,"QUEUE1",7
486,"9780194002028","Oxford eap : intermediate/b1+","Edward de Chazal & Louis Rogers","Oxford University Press",2013,3,2,"17/08/2015 10:14:11: 1 copies borrowed by Mateusz Kieleczala
",,,"QUEUE1",7
487,"9780194002011","Oxford EAP a course in English for academic purposes","Edward de Chazal & Louis Rogers","Oxford University Press",2013,3,2,"17/08/2015 10:14:11: 1 copies borrowed by Mateusz Kieleczala
",,,"QUEUE1",7
488,"9780194002073","Oxford EAP: Pre-Intermediate/B1: Student's Book","Paul Dummett, Jon Hird",,,3,3,,,,"QUEUE1",7
489,"9780194002141","Oxford EAP Pre-Intermediate: Teacher's Book",,,,3,3,,,,"QUEUE1",7
490,"9781859646809","Progressive skills in English : level 1","Terry Phillips and Anna Phillips, with Nicholas Regan","Garnet",2011,2,2,,,,"QUEUE1",7
491,"9781859646762","Progressive skills in English","Terry Phillips and Anna Phillips with Nicholas Regan ","Garnet Education",2011,2,2,,,,"QUEUE1",7
492,"9781859646816","Progressive skills in English","Terry Phillips and Anna Phillips with Nicholas Regan","Garnet Education",2011,2,2,,,,"QUEUE1",7
493,"9781859646786","Progressive skills in English","Terry Phillips and Anna Phillips with Nicholas Regan ","Garnet Education",2011,3,3,,,,"QUEUE1",7
494,"9781859646847","Progressive skills in English","Terry Phillips and Anna Phillips","Garnet Education",2011,3,3,,,,"QUEUE1",7
495,"9781859646823","Progressive skills in English","Terry Phillips and Anna Phillips","Garnet Education",2011,3,3,,,,"QUEUE1",7
496,"9781859646854","Progressive skills in English","Terry Phillips and Anna Phillips","Garnet Education",2012,1,1,,,,"QUEUE1",7
497,"9781107635449","Skills for study","Craig Fletcher, Blair Matthews","Cambridge University Press",2012,5,5,,,,"QUEUE1",7
498,"9781107611290","Skills for study : level 2","Craig Fletcher","Cambridge University Press",2012,4,4,,,,"QUEUE1",7
499,"9781107686144","Skills for study","Craig Fletcher","Cambridge University Press",2013,4,4,,,,"QUEUE1",7
500,"9780194716611","Academic skills : reading, writing, and study skills","Richard Harrison ; series editors, Liz and John Soars","Oxford University Press",2007,5,5,,,,"QUEUE1",7
501,"9780194715584","Academic skills : reading, writing and study skills","Richard Harrison ; series editors, Liz and John Soars","Oxford University Press",2006,9,9,,,,"QUEUE1",7
502,"9780194715676","Academic skills : reading, writing and study skills","Sarah Philpot ; series editors, John and Liz Soars","Oxford University Press",2006,10,9,"14/07/2015 16:08:18: 1 copies borrowed by rachael lawson
",,,"QUEUE1",7
503,"9780194716628","Academic skills : reading, writing, and study skills","Sarah Philpot ; series editors, John and Liz Soars","Oxford University Press",2007,6,6,,,,"QUEUE1",7
504,"9780194741651","Academic skills : listening, speaking, and study skills","Emma and Gary Pathare ; series editors: Liz and John Soars","Oxford University Pres",2011,3,3,,,,"QUEUE1",7
505,"9780194741620","Headway academic skills : reading, writing, and study skills","Richard Harrison","Oxford University Press",2011,2,2,,,,"QUEUE1",7
506,"9780194741590","Academic skills : reading, writing, and study skills","Richard Harrison ; series editors, Liz and John Soars","Oxford University Press",2011,3,3,,,,"QUEUE1",7
507,"9780194711234","Headway academic skills","Richard Harrison ... [et al.] ; series editors, Liz and John Soars","Oxford University Press",2013,2,2,,,,"QUEUE1",7
508,"9780194711258","Headway academic skills. IELTS study skills edition","Richard Harrison...[et al.]","Oxford University Press",2013,3,3,,,,"QUEUE1",7
509,"9780194741644","Headway academic skills : reading, writing and study skills","Sarah Philpot and Lesley Curnick","Oxford University Press",2011,6,6,,,,"QUEUE1",7
510,"9780194715768","New Headway academic skills : reading, writing, and study skills","series ed.: Liz and John Soars","Oxford Univ. Press",2007,7,7,,,,"QUEUE1",7
511,"9780194716635","New Headway academic skills : reading, writing, and study skills","series ed.: Liz and John Soars","Oxford Univ. Press",2007,4,4,,,,"QUEUE1",7
512,"9780194741613","Academic skills : reading, writing, and study skills","Sarah Philpot  and Lesley Curnick ; series editors, John and Liz Soars","Oxford University Press",2011,5,5,,,,"QUEUE1",7
513,"9780132338417","Academic connections","Julia Williams","Pearson Education",2010,6,6,,,,"QUEUE1",7
514,"9780132338455","Academic connections","Julia Williams, David Hill","Pearson Education",2010,6,6,,,,"QUEUE1",7
515,"9780132338448","Academic connections","David Hill","Pearson Education",2010,2,2,,,,"QUEUE1",7
516,"9780132338431","Academic connections","Betsy Cassriel and Marit ter-Mate Martinsen","Pearson Education",2010,4,4,,,,"QUEUE1",7
517,"9781859648162","Starting skills in English : reading and writing","Terry Phillips & Anna Phillips","Garnet Education",2005,1,1,,,,"QUEUE1",7
518,"9781859648087","Starting Skills","Terry Phillips","",2005,1,1,,,,"QUEUE1",7
519,"9781859648186","Starting skills in English","Terry Phillips","Garnet Education",2006,1,1,,,,"QUEUE1",7
520,"9781859648100","Starting skills in English","Terry Phillips","Garnet Education",2005,1,1,,,,"QUEUE1",7
521,"9781859648094","Starting skills in English : vocabulary and grammar","Terry Phillips","Garnet Publishing",2005,1,1,,,,"QUEUE1",7
522,"9781859649275","Transferable academic skills kit : 12 essential steps to academic success","[University of Reading, International Foundation Programme]","Garnet Publishing Ltd.",2006,1,1,,,,"QUEUE1",7
523,"9781859649282","Transferable academic skills kit : university foundation study","Jane Brooks","Garnet Education",2007,1,1,,,,"QUEUE1",7
524,"9781859646441","English skills for university : course book & workbook","Terry Phillips and Anna Phillips","Garnet Education",2011,1,1,,,,"QUEUE1",7
525,"9781859646458","English skills for university","Terry Phillips and Anna Phillips","Garnet Education",2011,1,1,,,,"QUEUE1",7
526,"9780194756273","Q : skills for success","","Oxford University Press",2011,1,1,,,,"QUEUE1",7
527,"9780194756228","Reading and writing","Margot F. Gramer, Colin S. Ward","Oxford University Press",2011,1,1,,,,"QUEUE1",7
528,"9780194756280","Q : Skills for success","Jennifer Bixby","Oxford University Press",2011,1,1,,,,"QUEUE1",7
529,"9780194756242","Q: skills for success R/W 3","Margot F. Gramer, Colin S. Ward","Oxford University Press",2010,1,1,,,,"QUEUE1",7
530,"9780194756297","Q : skills for success","Margot F. Gramer, Colin S. Ward","Oxford University Press",2011,1,1,,,,"QUEUE1",7
531,"9780194756303","Skills for Success Reading & Writing Level 4 Teacher Book","Margot F. Gramer, Colin S. Ward","Oxford Univ Pr",2011,1,1,,,,"QUEUE1",7
532,"9780194756259","Q : skills for success : reading and writing","Debra Daise, Charl Norloff, Paul Carne","Oxford University Press",2011,1,1,,,,"QUEUE1",7
533,"9780521426145","Study tasks in English","Mary Waters, Alan Waters","Cambridge Univ. Press",1995,8,8,,,,"QUEUE1",7
534,"9781859644195","EAP essentials : a teacher's guide to principles and practice","Olwyn Alexander ; Sue Argent ; Jenifer Spencer","Garnet",2008,8,8,"08/08/2015 15:31:34: 1 copies returned by Claire Basarich
14/07/2015 09:29:41: 1 copies borrowed by Claire Basarich
",,,"QUEUE1",7
535,"9780521121620","Instant academic skills : a resource book of advanced-level academic skills activities","Sarah Lane","Cambridge University Press",2011,2,2,,,,"QUEUE1",7
536,"9780007507153","Numbers : data and statistics for the non-specialist","Louis Rogers and Dawn Willoughby","Collins",2013,3,3,,,,"QUEUE1",7
537,"9780007507146","Group work : work together for academic success","Patrick McMahon","Harper Collins Publishers",2013,3,3,,,,"QUEUE1",7
538,"9781403900265","Study skills for speakers of English as a second language","Marilyn Lewis and Hayo Reinders","Palgrave Macmillan",2003,5,5,,,,"QUEUE1",7
539,"9780230545199","The international student handbook","Hayo Reinders, Nick Moore and Marilyn Lewis","Palgrave Macmillan",2008,4,4,,,,"QUEUE1",7
540,"9781446203255","Essential study skills : the complete guide to success at university","Tom Burns and Sandra Sinfield","Sage",2012,3,3,,,,"QUEUE1",7
541,"9781403911322","Skills for success : the personal development planning handbook","Stella Cottrell","Palgrave Macmillan",2006,1,1,,,,"QUEUE1",7
542,"9781137289254","The study skills handbook","Stella Cottrell","Palgrave Macmillan",2013,1,1,,,,"QUEUE1",7
543,"9780230285293","Critical thinking skills : developing effective analysis and argument","Stella Cottrell","Palgrave Macmillan",2011,4,4,,,,"QUEUE1",7
544,"9780273743859","How to argue","Alastair Bonnett","Prentice Hall",2011,2,2,,,,"QUEUE1",7
545,"9780273718673","The smarter student : study skills & strategies for success at university","Kathleen McMillan and Jonathan Weyers","Prentice Hall",2009,1,1,,,,"QUEUE1",7
546,"9780333572887","Learning to study in English","Brian Heaton, Don Dunmore","Macmillan",1992,1,1,,,,"QUEUE1",7
547,"9780071124355","Interactions","Linda R. Baker","MCGRAWHILL",2002,2,2,,,,"QUEUE1",7
548,"9780521533850","Study skills in English","Michael J. Wallace","Cambridge University Press",2004,1,1,,,,"QUEUE1",7
549,"9781107681101","Language for study","Alistair McNair, Fred Gooch","Cambridge University Press",2012,4,4,,,,"QUEUE1",7
550,"9780749200442","The good study guide","Andrew Northedge","Open University",1999,1,1,,,,"QUEUE1",7
551,"9780749287450","The arts good study guide","Ellie Chambers and Andrew Northedge","Open University",1997,1,1,,,,"QUEUE1",7
552,"9781107401983","Critical thinking : ann introduction","Alec Fisher","Cambridge Univ. Pr.",2011,1,1,,,,"QUEUE1",7
553,"9780521476607","Content focus human behavior","Bernard Seal","Cambridge Univ. Press",1997,9,9,,,,"QUEUE1",36
554,"9781859644843","English for academic study : reading","John Slaght and Paddy Harben","Garnet",2009,4,4,,,,"QUEUE1",36
555,"9781859645017","Reading teacher's book","John Slaght and Paddy Harben","Garnet",2009,4,4,,,,"QUEUE1",36
556,"9780335203857","Reading at university : a guide for students","Gavin Fairbairn and Susan Fairbairn","Open Univ. Press",2001,1,1,,,,"QUEUE1",36
557,"9780131401990","Exploring content : reading for academic success","Lorraine C. Smith","Longman",2004,4,4,,,,"QUEUE1",36
558,"9780582776456","Grammar express : for self-study or the classroom ; with answers","Marjorie Fuchs & Margaret Bonner with Kenna Bourke","Longman",2004,6,6,,,,"QUEUE1",24
559,"9780194570688","Oxford business english : grammar & practice","Michael Duckworth","Oxford Univ. Press",1998,3,3,,,,"QUEUE1",24
560,"9780521568449","Exploring grammar in context : upper-intermediate and advanced","Ronald Carter; Rebecca Hughes and Michael McCarthy","Cambridge Univ. Press",2000,4,4,,,,"QUEUE1",24
561,"9780194313698","Oxford practice grammar : with answers","John Eastwood","Oxford Univ. Press",1999,1,1,,,,"QUEUE1",24
562,"9780521477970","Grammar for English language teachers : with exercises and a key","Martin Parrott","Cambridge University Press",2000,2,2,,,,"QUEUE1",24
563,"9780194314565","How English works","Michael Swan and Catherine Walter","Oxford University Press",1997,1,1,,,,"QUEUE1",24
564,"9780470688304","English grammar workbook for dummies","Nuala O'Sullivan and Geraldine Woods","John Wiley",2010,2,2,,,,"QUEUE1",24
565,"9780470057520","English grammar for dummies","Lesley J. Ward and Geraldine Woods","John Wiley",2007,1,1,,,,"QUEUE1",24
566,"9781859646885","English practice grammar : with answers","Michael Macfarlane","Garnet Education",2012,1,1,,,,"QUEUE1",24
567,"9781859641316","English practice grammar : with answers","Michael Macfarlane","Garnet",1999,1,1,,,,"QUEUE1",24
568,"9788466817530","English Grammar in Steps Book with Answers","David Bolton, Noel Goodey","Richmond",,3,3,,,,"QUEUE1",24
569,"9788466817523","English Grammar in Steps Practice Book with Answers","David Bolton, Noel Goodey","",2014,4,4,,,,"QUEUE1",24
570,"9780521731768","English grammar today : workbook","Ronald Carter ... [et al.]","Cambridge University Press",2011,2,2,,,,"QUEUE1",24
571,"9780521843119","English Grammar In Use : A Self-study Reference and Practice Book for Intermediate Students of English : with answers","Raymond Murphy","Cambridge University Press",2004,1,1,,,,"QUEUE1",24
572,"9780521189392","English grammar in use with answers : a self-study reference and practice book for intermediate students of English","Raymond Murphy","Cambridge University Press",2012,2,2,,,,"QUEUE1",24
573,"9780521189064","English grammar in use : a self-study reference and practice book for intermediate students of English : with answers","Raymond Murphy","Cambridge University Press",2012,3,3,,,,"QUEUE1",24
574,"9780521559287","Essential grammar in use : a self-study reference and practice book for elementary students of English : with answers","Raymond Murphy","Cambridge University Press",1997,1,1,,,,"QUEUE1",24
575,"9780521436809","English grammar in use : a self-study reference and practice book for intermediate students : with answers","Raymond Murphy","Cambridge University Press",2001,2,2,,,,"QUEUE1",24
576,"9780521498685","Advanced grammar in use : a self-study reference and practice book of advanced learners of English, with answers","Martin Hewings","Cambrige University Press",1999,1,1,,,,"QUEUE1",24
577,"9780582403833","Longman advanced learner's grammar : a self-study reference & practice book with answers","Mark Foley & Diane Hall","Longman",2004,1,1,,,,"QUEUE1",24
578,"9780582033900","The anti-grammar grammar book : a teacher's resource book of discovery activities for grammar teaching","Nick Hall and John Shepheard","Longman",1991,1,1,,,,"QUEUE1",24
579,"9780521627122","Developing grammar in context","Mark Nettle and Diana Hopkins","Cambridge University Press",2003,2,2,,,,"QUEUE1",24
580,"9780582405745","An A-Z of english grammar & usage","Geoffrey Leech, Benita Cruickshank, Roz Ivanic","Longman",2004,1,1,,,,"QUEUE1",24
581,"9781408299111","MyGrammarLab","Diane Hall and Mark Foley","Pearson Longman",2012,6,6,,,,"QUEUE1",24
582,"9781408299159","My grammar lab","Diane Hall and Mark Foley","Pearson Longman",2012,1,1,,,,"QUEUE1",24
583,"9781408299135","My grammar lab","Diane Hall and Mark Foley","Pearson Longman",2012,1,1,,,,"QUEUE1",24
584,"9780521713757","Grammar for CAE and proficiency : with answers","Martin Hewings","Cambridge University Press",2009,2,2,,,,"QUEUE1",24
585,"9780521604628","Cambridge grammar for IELTS with answers : self-study grammar reference and practice","Diana Hopkins with Pauline Cullen","Cambridge Univ. Press",2007,3,3,,,,"QUEUE1",24
586,"9781405071437","Macmillan english grammar : in context","Michael Vince","Macmillan Education",2008,5,5,,,,"QUEUE1",24
587,"9781405070515","Macmillan English grammar in context","Simon Clarke","Macmillan Education",2008,3,3,,,,"QUEUE1",24
588,"9780230463769","Language Practice New Edition B2 Student","Michael Vince","Macmillan Education",2014,1,1,,,,"QUEUE1",24
589,"9780230463752","Language Practice for First 5th Edition Student's Book","Michael Vince","Macmillan Education",2014,2,2,,,,"QUEUE1",24
590,"9780230727113","First certificate language practice : with key","Michael Vince","Macmillan Distribution",2009,2,2,,,,"QUEUE1",24
591,"9780230727069","Advanced language practice : English grammar and vocabulary","Michael Vince","Macmillan",2009,2,2,,,,"QUEUE1",24
592,"9781405007627","Advanced language practice : with key : English grammar and vocabulary","Michael Vince","Macmillan",2004,1,1,,,,"QUEUE1",24
593,"9780435241223","Elementary Language Practice : with key","Michael Vince","Macmillan Heinemann English Language Teaching",1999,1,1,,,,"QUEUE1",24
594,"9780230726963","Elementary language practice : English grammar and vocabulary","Michael Vince","MacMillan",2010,2,2,,,,"QUEUE1",24
595,"9780435241209","Intermediate language practice","Michael Vince","Macmillan Heinemann",1998,1,1,,,,"QUEUE1",24
596,"9780230727014","Intermediate language practice : English grammar and vocabulary","Michael Vince with Paul Emmerson","MacMillan",2003,1,1,,,,"QUEUE1",24
597,"9780230727021","Intermediate language practice English grammar and vocabulary","Michael Vince ; [CD-ROM r�alis� par Adrien Tennant]","Macmillan",2010,1,1,,,,"QUEUE1",24
598,"9780521657587","How English works : a grammar handbook with readings","Ann Raimes","Cambridge University Press",1998,3,3,,,,"QUEUE1",24
599,"9780521669948","Exploring grammar in writing : upper-intermediate and advanced ; with answers","Rebecca Hughes","Cambridge Univ. Press",2005,1,1,,,,"QUEUE1",24
600,"9784384036091","Ozakishiki eiken yonkyu","","Sanshusha",2005,1,1,,,,"QUEUE1",24
601,"9780194366335","Grammar sense 1 [-4]","series director, Susan Kesner Bland","Oxford University Press",2004,1,1,,,,"QUEUE1",24
602,"9780194397025","Grammar sense : level 1","[Cheryl Pavlik]","Oxford Univ Press",2004,1,1,,,,"QUEUE1",24
603,"9780194366342","Grammar sense 2","Cheryl Pavlik ; series director, Susan Kesner Bland","Oxford University Press",2004,2,2,,,,"QUEUE1",24
604,"9780194397049","Grammar sense : level 2","series director: Susan Kesner Bland","Oxford Univ Press",2004,2,2,,,,"QUEUE1",24
605,"9780194366243","Grammar Sense 3","Susan Kesner Bland","Oxford University Press",2003,3,3,,,,"QUEUE1",24
606,"9780194489164","Grammar sense 3","Susan Kesner Bland","Oxford",2012,1,1,,,,"QUEUE1",24
607,"9780194397063","Grammar sense : level 3","series director: Susan Kesner Bland","Oxford Univ Press",2005,1,1,,,,"QUEUE1",24
608,"9780194490382","Grammar sense 4. advanced grammar and writing","Catherine Dalton","Oxford University Press",2008,1,1,,,,"QUEUE1",24
609,"9780194490177","Grammar sense 4. advanced grammar and writing","series director & author Susan Kesner Bland ; with Alice Savage and Patricia Mayer","Oxford University Press",2008,1,0,"17/08/2015 11:03:27: 1 copies borrowed by Christine Hogan
",,,"QUEUE1",24
610,"9780194329996","Oxford grammar for EAP","Ken Paterson with Roberta Wedge","Oxford University Press",2013,2,0,"12/08/2015 08:50:44: 1 copies borrowed by Christine Hogan
06/07/2015 08:02:21: 1 copies borrowed by Christine Hogan
",,,"QUEUE1",24
611,"9780194309141","Oxford practice grammar : basic : with answers","Norman Coe, Mark Harrison, Ken Paterson ; [illustrated by Ann Johns, Belinda Evans and Neil Gower]","Oxford University Press",2006,7,7,,,,"QUEUE1",24
612,"9780194309134","Oxford practice grammar : with answers","John Eastwood","Oxford University Press",2006,1,1,,,,"QUEUE1",24
613,"9780194579803","Oxford practice grammar","Eastwood, John","Oxford University Press",2006,1,1,,,,"QUEUE1",24
614,"9780194309165","Oxford practice grammar advanced : with answers","George Yule","Oxford Univ. Press",2006,1,1,,,,"QUEUE1",24
615,"9781424018086","Practical grammar [with audio CDs and answers]","David Riley and John Hughes","Heinle",2010,2,2,,,,"QUEUE1",24
616,"9781424018055","Practical Grammar Level 2","John Hughes and Ceri Jones","Gardners Books",2010,2,2,,,,"QUEUE1",24
617,"9780003705638","Collins COBUILD student's grammar","Dave Willis","Collins ELT",1991,2,2,,,,"QUEUE1",24
618,"9788466815291","Visual grammar, elementary A2 : picture it! practise it!","Jim Scrivener","Richmond",2013,3,3,,,,"QUEUE1",24
619,"9788466815666","Visual Grammar B1 Student's Book","Jim Scrivener","Richmond",,1,1,,,,"QUEUE1",24
620,"9780007499557","Work on your vocabulary","","Collins",2013,2,2,,,,"QUEUE1",24
621,"9780007499533","Work on your grammar","","Collins",2013,2,2,,,,"QUEUE1",24
622,"9780007499670","Collins work on your grammar","","Collins",2013,2,2,,,,"QUEUE1",24
623,"9780007499632","Collins work on your grammar","","Collins",2013,2,2,,,,"QUEUE1",24
624,"9780007499625","Collins work on your grammar","","Collins",2013,2,2,,,,"QUEUE1",24
625,"9780194370042","Grammar dictation","Ruth Wajnryb","Oxford Univ. Press",1999,3,3,,,,"QUEUE1",24
626,"9780582848627","Rediscover grammar","David Crystal","Longman",2004,1,1,,,,"QUEUE1",24
627,"9780521625975","Grammar in use : intermediate ; with answers ; self-study reference and practice for students of English","Raymond Murphy with William R. Smalzer","Cambridge Univ. Press",2001,1,1,,,,"QUEUE1",24
628,"9780140816716","Beginners","Peter Dainty","Penguin Books",1998,1,1,,,,"QUEUE1",24
629,"9780521532860","Grammar troublespots : guide for student writers","Ann Raimes","Cambridge University Press",2004,1,1,,,,"QUEUE1",24
630,"9780194557108","Oxford living grammar upper-intermediate","Ken Paterson","Oxford University Press",2012,1,1,,,,"QUEUE1",24
631,"9781873630174","Recycling intermediate English : [with key]","Clare West","Georgian Press",1999,1,1,,,,"QUEUE1",24
632,"9781905085545","Handbook of Spoken Grammar","Ken Paterson, Caroline Caygill and Rebecca Sewell","Delta",2011,1,1,,,,"QUEUE1",24
633,"9780953132317","A concise grammar for English language teachers","Tony Penston","TP Publications",2005,1,1,,,,"QUEUE1",24
634,"9780194313582","English Grammar Lessons","Michael Dean","Oxf. U.P.",1993,1,1,,,,"QUEUE1",24
635,"9781899396061","Idioms organiser : organised by metaphor, topic and key word","Jon Wright","Thomson Heinle",2002,1,1,,,,"QUEUE1",43
636,"9781905085538","Using phrasal verbs for natural English","Elizabeth Walter and Kate Woodford","Delta Pub.",2011,1,1,,,,"QUEUE1",43
637,"9781905085521","Using collocations for natural English","Elizabeth Walter and Kate Woodford","Delta Pub.",2010,2,2,,,,"QUEUE1",43
638,"9781408261958","Longman photo dictionary","[editorial director, Michael Mayor ; project editor, Nicky Thompson]","Pearson Longman",2010,1,1,,,,"QUEUE1",43
639,"9781859645543","How idioms work","Yvonne Clarke ; with illustrations by Martin Jones","Garnet Education",2010,3,3,"13/08/2015 15:21:52: 1 copies returned by Beatrix Ward-Fernandez
11/08/2015 12:51:13: 1 copies borrowed by Beatrix Ward-Fernandez
",,,"QUEUE1",43
640,"9780007464678","Collins work on your idioms","Sandra Anderson and Cheryl Pelteret","Collins",2012,2,2,,,,"QUEUE1",43
